fishery,Landing_Year,Port,Section,Sample_Date,Species_Code,Length,Total_Fish
CF,2016,Kodiak,Northeast,1/14/2016,142,51,11
CF,2016,Kodiak,Northeast,1/14/2016,142,52,9
CF,2016,Kodiak,Northeast,1/14/2016,142,53,15
CF,2016,Kodiak,Northeast,1/14/2016,142,54,6
CF,2016,Kodiak,Northeast,1/14/2016,142,55,4
CF,2016,Kodiak,Northeast,1/14/2016,142,56,2
CF,2016,Kodiak,Northeast,1/14/2016,142,57,1
CF,2009,Kodiak,Northeast,1/21/2009,142,30,1
CF,2009,Kodiak,Northeast,1/21/2009,142,32,1
CF,2009,Kodiak,Northeast,1/21/2009,142,37,1
CF,2009,Kodiak,Northeast,1/21/2009,142,40,2
CF,2009,Kodiak,Northeast,1/21/2009,142,42,1
CF,2009,Kodiak,Northeast,1/21/2009,142,45,1
CF,2009,Kodiak,Northeast,1/21/2009,142,46,7
CF,2009,Kodiak,Northeast,1/21/2009,142,47,9
CF,2009,Kodiak,Northeast,1/21/2009,142,48,7
CF,2009,Kodiak,Northeast,1/21/2009,142,49,9
CF,2009,Kodiak,Northeast,1/21/2009,142,50,16
CF,2009,Kodiak,Northeast,1/21/2009,142,51,16
CF,2009,Kodiak,Northeast,1/21/2009,142,52,9
CF,2009,Kodiak,Northeast,1/21/2009,142,53,10
CF,2009,Kodiak,Northeast,1/21/2009,142,54,7
CF,2009,Kodiak,Northeast,1/21/2009,142,55,3
CF,2009,Kodiak,Northeast,1/21/2009,142,56,1
CF,2009,Kodiak,Northeast,1/21/2009,142,58,1
CF,2009,Kodiak,Northeast,1/24/2009,142,34,1
CF,2009,Kodiak,Northeast,1/24/2009,142,36,1
CF,2009,Kodiak,Northeast,1/24/2009,142,38,2
CF,2009,Kodiak,Northeast,1/24/2009,142,39,1
CF,2009,Kodiak,Northeast,1/24/2009,142,43,1
CF,2009,Kodiak,Northeast,1/24/2009,142,45,1
CF,2009,Kodiak,Northeast,1/24/2009,142,46,1
CF,2009,Kodiak,Northeast,1/24/2009,142,47,3
CF,2009,Kodiak,Northeast,1/24/2009,142,48,4
CF,2009,Kodiak,Northeast,1/24/2009,142,49,2
CF,2009,Kodiak,Northeast,1/24/2009,142,50,6
CF,2009,Kodiak,Northeast,1/24/2009,142,51,6
CF,2009,Kodiak,Northeast,1/24/2009,142,52,6
CF,2009,Kodiak,Northeast,1/24/2009,142,53,2
CF,2009,Kodiak,Northeast,1/24/2009,142,54,1
CF,2009,Kodiak,Northeast,1/24/2009,142,55,1
CF,2006,Kodiak,Northeast,1/26/2006,142,43,2
CF,2006,Kodiak,Northeast,1/26/2006,142,44,3
CF,2006,Kodiak,Northeast,1/26/2006,142,45,2
CF,2006,Kodiak,Northeast,1/26/2006,142,46,4
CF,2006,Kodiak,Northeast,1/26/2006,142,47,4
CF,2006,Kodiak,Northeast,1/26/2006,142,48,8
CF,2006,Kodiak,Northeast,1/26/2006,142,49,13
CF,2006,Kodiak,Northeast,1/26/2006,142,50,9
CF,2006,Kodiak,Northeast,1/26/2006,142,51,17
CF,2006,Kodiak,Northeast,1/26/2006,142,52,13
CF,2006,Kodiak,Northeast,1/26/2006,142,53,17
CF,2006,Kodiak,Northeast,1/26/2006,142,54,5
CF,2006,Kodiak,Northeast,1/26/2006,142,55,1
CF,2006,Kodiak,Northeast,1/26/2006,142,56,1
CF,2006,Kodiak,Northeast,1/26/2006,142,57,1
CF,2009,Kodiak,Northeast,1/26/2009,142,30,1
CF,2009,Kodiak,Northeast,1/26/2009,142,38,1
CF,2009,Kodiak,Northeast,1/26/2009,142,44,1
CF,2009,Kodiak,Northeast,1/26/2009,142,48,1
CF,2009,Kodiak,Northeast,1/26/2009,142,48,1
CF,2009,Kodiak,Northeast,1/26/2009,142,49,1
CF,2009,Kodiak,Northeast,1/26/2009,142,50,1
CF,2009,Kodiak,Northeast,1/26/2009,142,52,1
CF,2009,Kodiak,Northeast,1/26/2009,142,54,1
CF,2009,Kodiak,Northeast,1/26/2009,142,55,1
CF,2009,Kodiak,Northeast,1/26/2009,142,58,1
CF,2009,Kodiak,Northeast,1/26/2009,142,32,1
CF,2009,Kodiak,Northeast,1/26/2009,142,34,1
CF,2009,Kodiak,Northeast,1/26/2009,142,39,1
CF,2009,Kodiak,Northeast,1/26/2009,142,40,1
CF,2009,Kodiak,Northeast,1/26/2009,142,41,2
CF,2009,Kodiak,Northeast,1/26/2009,142,46,1
CF,2009,Kodiak,Northeast,1/26/2009,142,49,2
CF,2009,Kodiak,Northeast,1/26/2009,142,51,4
CF,2009,Kodiak,Northeast,1/26/2009,142,52,1
CF,2009,Kodiak,Northeast,1/26/2009,142,53,2
CF,2009,Kodiak,Northeast,1/26/2009,142,55,1
CF,2009,Kodiak,Northeast,1/29/2009,142,39,3
CF,2009,Kodiak,Northeast,1/29/2009,142,40,1
CF,2009,Kodiak,Northeast,1/29/2009,142,41,4
CF,2009,Kodiak,Northeast,1/29/2009,142,42,1
CF,2009,Kodiak,Northeast,1/29/2009,142,43,4
CF,2009,Kodiak,Northeast,1/29/2009,142,44,1
CF,2009,Kodiak,Northeast,1/29/2009,142,45,1
CF,2009,Kodiak,Northeast,1/29/2009,142,46,6
CF,2009,Kodiak,Northeast,1/29/2009,142,47,5
CF,2009,Kodiak,Northeast,1/29/2009,142,48,6
CF,2009,Kodiak,Northeast,1/29/2009,142,49,13
CF,2009,Kodiak,Northeast,1/29/2009,142,50,12
CF,2009,Kodiak,Northeast,1/29/2009,142,51,15
CF,2009,Kodiak,Northeast,1/29/2009,142,52,5
CF,2009,Kodiak,Northeast,1/29/2009,142,53,9
CF,2009,Kodiak,Northeast,1/29/2009,142,54,7
CF,2009,Kodiak,Northeast,1/29/2009,142,55,5
CF,2009,Kodiak,Northeast,1/29/2009,142,56,1
CF,2009,Kodiak,Northeast,1/29/2009,142,61,1
CF,2012,Kodiak,Northeast,1/29/2012,142,35,1
CF,2012,Kodiak,Northeast,1/29/2012,142,37,4
CF,2012,Kodiak,Northeast,1/29/2012,142,38,1
CF,2012,Kodiak,Northeast,1/29/2012,142,39,7
CF,2012,Kodiak,Northeast,1/29/2012,142,40,3
CF,2012,Kodiak,Northeast,1/29/2012,142,41,4
CF,2012,Kodiak,Northeast,1/29/2012,142,42,3
CF,2012,Kodiak,Northeast,1/29/2012,142,43,2
CF,2012,Kodiak,Northeast,1/29/2012,142,44,11
CF,2012,Kodiak,Northeast,1/29/2012,142,45,14
CF,2012,Kodiak,Northeast,1/29/2012,142,46,12
CF,2012,Kodiak,Northeast,1/29/2012,142,47,10
CF,2012,Kodiak,Northeast,1/29/2012,142,48,10
CF,2012,Kodiak,Northeast,1/29/2012,142,49,7
CF,2012,Kodiak,Northeast,1/29/2012,142,50,4
CF,2012,Kodiak,Northeast,1/29/2012,142,51,5
CF,2012,Kodiak,Northeast,1/29/2012,142,52,1
CF,2012,Kodiak,Northeast,1/29/2012,142,53,1
CF,2019,Kodiak,Northeast,2/1/2019,142,34,1
CF,2019,Kodiak,Northeast,2/1/2019,142,37,4
CF,2019,Kodiak,Northeast,2/1/2019,142,38,6
CF,2019,Kodiak,Northeast,2/1/2019,142,39,6
CF,2019,Kodiak,Northeast,2/1/2019,142,40,2
CF,2019,Kodiak,Northeast,2/1/2019,142,41,4
CF,2019,Kodiak,Northeast,2/1/2019,142,42,6
CF,2019,Kodiak,Northeast,2/1/2019,142,43,8
CF,2019,Kodiak,Northeast,2/1/2019,142,44,15
CF,2019,Kodiak,Northeast,2/1/2019,142,45,19
CF,2019,Kodiak,Northeast,2/1/2019,142,46,24
CF,2019,Kodiak,Northeast,2/1/2019,142,47,4
CF,2019,Kodiak,Northeast,2/1/2019,142,48,1
CF,2012,Kodiak,Northeast,2/2/2012,142,41,2
CF,2012,Kodiak,Northeast,2/2/2012,142,42,2
CF,2012,Kodiak,Northeast,2/2/2012,142,43,2
CF,2012,Kodiak,Northeast,2/2/2012,142,44,1
CF,2012,Kodiak,Northeast,2/2/2012,142,45,1
CF,2012,Kodiak,Northeast,2/2/2012,142,46,3
CF,2012,Kodiak,Northeast,2/2/2012,142,47,1
CF,2012,Kodiak,Northeast,2/2/2012,142,48,3
CF,2012,Kodiak,Northeast,2/2/2012,142,49,3
CF,2012,Kodiak,Northeast,2/2/2012,142,50,2
CF,2012,Kodiak,Northeast,2/2/2012,142,51,5
CF,2012,Kodiak,Northeast,2/2/2012,142,52,6
CF,2012,Kodiak,Northeast,2/2/2012,142,53,2
CF,2012,Kodiak,Northeast,2/2/2012,142,54,5
CF,2017,Kodiak,Northeast,2/2/2017,142,29,1
CF,2017,Kodiak,Northeast,2/2/2017,142,38,1
CF,2017,Kodiak,Northeast,2/2/2017,142,39,1
CF,2017,Kodiak,Northeast,2/2/2017,142,40,4
CF,2017,Kodiak,Northeast,2/2/2017,142,41,3
CF,2017,Kodiak,Northeast,2/2/2017,142,42,4
CF,2017,Kodiak,Northeast,2/2/2017,142,43,5
CF,2017,Kodiak,Northeast,2/2/2017,142,44,3
CF,2017,Kodiak,Northeast,2/2/2017,142,45,2
CF,2017,Kodiak,Northeast,2/2/2017,142,46,3
CF,2017,Kodiak,Northeast,2/2/2017,142,47,3
CF,2017,Kodiak,Northeast,2/2/2017,142,48,4
CF,2017,Kodiak,Northeast,2/2/2017,142,49,6
CF,2017,Kodiak,Northeast,2/2/2017,142,50,8
CF,2017,Kodiak,Northeast,2/2/2017,142,51,14
CF,2017,Kodiak,Northeast,2/2/2017,142,52,11
CF,2017,Kodiak,Northeast,2/2/2017,142,53,11
CF,2017,Kodiak,Northeast,2/2/2017,142,54,4
CF,2014,Kodiak,Northeast,2/3/2014,142,33,1
CF,2014,Kodiak,Northeast,2/3/2014,142,34,1
CF,2014,Kodiak,Northeast,2/3/2014,142,41,3
CF,2014,Kodiak,Northeast,2/3/2014,142,42,1
CF,2014,Kodiak,Northeast,2/3/2014,142,43,6
CF,2014,Kodiak,Northeast,2/3/2014,142,44,13
CF,2014,Kodiak,Northeast,2/3/2014,142,45,8
CF,2014,Kodiak,Northeast,2/3/2014,142,46,13
CF,2014,Kodiak,Northeast,2/3/2014,142,47,18
CF,2014,Kodiak,Northeast,2/3/2014,142,48,10
CF,2014,Kodiak,Northeast,2/3/2014,142,49,11
CF,2014,Kodiak,Northeast,2/3/2014,142,50,15
CF,2014,Kodiak,Northeast,2/3/2014,142,51,5
CF,2014,Kodiak,Northeast,2/3/2014,142,52,6
CF,2014,Kodiak,Northeast,2/3/2014,142,53,1
CF,2014,Kodiak,Northeast,2/3/2014,142,54,2
CF,2012,Kodiak,Northeast,2/4/2012,142,35,2
CF,2012,Kodiak,Northeast,2/4/2012,142,36,1
CF,2012,Kodiak,Northeast,2/4/2012,142,37,4
CF,2012,Kodiak,Northeast,2/4/2012,142,38,3
CF,2012,Kodiak,Northeast,2/4/2012,142,39,4
CF,2012,Kodiak,Northeast,2/4/2012,142,40,6
CF,2012,Kodiak,Northeast,2/4/2012,142,41,5
CF,2012,Kodiak,Northeast,2/4/2012,142,42,2
CF,2012,Kodiak,Northeast,2/4/2012,142,43,3
CF,2012,Kodiak,Northeast,2/4/2012,142,44,6
CF,2012,Kodiak,Northeast,2/4/2012,142,45,2
CF,2012,Kodiak,Northeast,2/4/2012,142,46,4
CF,2012,Kodiak,Northeast,2/4/2012,142,47,8
CF,2012,Kodiak,Northeast,2/4/2012,142,48,3
CF,2012,Kodiak,Northeast,2/4/2012,142,49,5
CF,2012,Kodiak,Northeast,2/4/2012,142,50,9
CF,2012,Kodiak,Northeast,2/4/2012,142,51,6
CF,2012,Kodiak,Northeast,2/4/2012,142,52,8
CF,2012,Kodiak,Northeast,2/4/2012,142,53,5
CF,2012,Kodiak,Northeast,2/4/2012,142,54,6
CF,2012,Kodiak,Northeast,2/4/2012,142,55,3
CF,2012,Kodiak,Northeast,2/4/2012,142,56,1
CF,2017,Kodiak,Northeast,2/4/2017,142,34,2
CF,2017,Kodiak,Northeast,2/4/2017,142,38,6
CF,2017,Kodiak,Northeast,2/4/2017,142,39,4
CF,2017,Kodiak,Northeast,2/4/2017,142,40,8
CF,2017,Kodiak,Northeast,2/4/2017,142,41,10
CF,2017,Kodiak,Northeast,2/4/2017,142,42,14
CF,2017,Kodiak,Northeast,2/4/2017,142,43,8
CF,2017,Kodiak,Northeast,2/4/2017,142,44,4
CF,2017,Kodiak,Northeast,2/4/2017,142,45,1
CF,2017,Kodiak,Northeast,2/4/2017,142,46,3
CF,2017,Kodiak,Northeast,2/4/2017,142,47,4
CF,2017,Kodiak,Northeast,2/4/2017,142,48,7
CF,2017,Kodiak,Northeast,2/4/2017,142,49,4
CF,2017,Kodiak,Northeast,2/4/2017,142,50,4
CF,2017,Kodiak,Northeast,2/4/2017,142,51,6
CF,2017,Kodiak,Northeast,2/4/2017,142,52,6
CF,2017,Kodiak,Northeast,2/4/2017,142,53,5
CF,2017,Kodiak,Northeast,2/4/2017,142,54,1
CF,2017,Kodiak,Northeast,2/4/2017,142,55,2
CF,2017,Kodiak,Northeast,2/4/2017,142,57,1
CF,2009,Kodiak,Northeast,2/5/2009,142,31,1
CF,2009,Kodiak,Northeast,2/5/2009,142,37,1
CF,2009,Kodiak,Northeast,2/5/2009,142,38,3
CF,2009,Kodiak,Northeast,2/5/2009,142,39,3
CF,2009,Kodiak,Northeast,2/5/2009,142,40,2
CF,2009,Kodiak,Northeast,2/5/2009,142,41,2
CF,2009,Kodiak,Northeast,2/5/2009,142,42,3
CF,2009,Kodiak,Northeast,2/5/2009,142,43,2
CF,2009,Kodiak,Northeast,2/5/2009,142,45,2
CF,2009,Kodiak,Northeast,2/5/2009,142,46,2
CF,2009,Kodiak,Northeast,2/5/2009,142,47,8
CF,2009,Kodiak,Northeast,2/5/2009,142,48,17
CF,2009,Kodiak,Northeast,2/5/2009,142,49,11
CF,2009,Kodiak,Northeast,2/5/2009,142,50,13
CF,2009,Kodiak,Northeast,2/5/2009,142,51,11
CF,2009,Kodiak,Northeast,2/5/2009,142,52,8
CF,2009,Kodiak,Northeast,2/5/2009,142,53,5
CF,2009,Kodiak,Northeast,2/5/2009,142,54,2
CF,2009,Kodiak,Northeast,2/5/2009,142,55,1
CF,2009,Kodiak,Northeast,2/5/2009,142,56,1
CF,2011,Kodiak,Northeast,2/6/2011,142,42,1
CF,2011,Kodiak,Northeast,2/6/2011,142,44,1
CF,2011,Kodiak,Northeast,2/6/2011,142,47,1
CF,2011,Kodiak,Northeast,2/6/2011,142,49,1
CF,2011,Kodiak,Northeast,2/6/2011,142,50,5
CF,2011,Kodiak,Northeast,2/6/2011,142,51,5
CF,2011,Kodiak,Northeast,2/6/2011,142,52,10
CF,2011,Kodiak,Northeast,2/6/2011,142,53,6
CF,2011,Kodiak,Northeast,2/6/2011,142,54,4
CF,2011,Kodiak,Northeast,2/6/2011,142,55,3
CF,2011,Kodiak,Northeast,2/6/2011,142,56,1
CF,2011,Kodiak,Northeast,2/6/2011,142,59,2
CF,2014,Kodiak,Northeast,2/6/2014,142,40,1
CF,2014,Kodiak,Northeast,2/6/2014,142,41,1
CF,2014,Kodiak,Northeast,2/6/2014,142,42,3
CF,2014,Kodiak,Northeast,2/6/2014,142,43,6
CF,2014,Kodiak,Northeast,2/6/2014,142,44,4
CF,2014,Kodiak,Northeast,2/6/2014,142,45,6
CF,2014,Kodiak,Northeast,2/6/2014,142,46,7
CF,2014,Kodiak,Northeast,2/6/2014,142,47,7
CF,2014,Kodiak,Northeast,2/6/2014,142,48,5
CF,2014,Kodiak,Northeast,2/6/2014,142,49,4
CF,2014,Kodiak,Northeast,2/6/2014,142,50,2
CF,2014,Kodiak,Northeast,2/6/2014,142,51,9
CF,2014,Kodiak,Northeast,2/6/2014,142,52,6
CF,2014,Kodiak,Northeast,2/6/2014,142,53,4
CF,2014,Kodiak,Northeast,2/6/2014,142,54,1
CF,2014,Kodiak,Northeast,2/6/2014,142,55,1
CF,2009,Kodiak,Northeast,2/7/2009,142,31,1
CF,2009,Kodiak,Northeast,2/7/2009,142,45,1
CF,2009,Kodiak,Northeast,2/7/2009,142,47,1
CF,2009,Kodiak,Northeast,2/7/2009,142,49,3
CF,2009,Kodiak,Northeast,2/7/2009,142,50,1
CF,2009,Kodiak,Northeast,2/7/2009,142,51,2
CF,2009,Kodiak,Northeast,2/7/2009,142,52,3
CF,2009,Kodiak,Northeast,2/7/2009,142,54,1
CF,2009,Kodiak,Northeast,2/7/2009,142,63,1
CF,2011,Kodiak,Northeast,2/7/2011,142,34,1
CF,2011,Kodiak,Northeast,2/7/2011,142,38,1
CF,2011,Kodiak,Northeast,2/7/2011,142,42,3
CF,2011,Kodiak,Northeast,2/7/2011,142,43,1
CF,2011,Kodiak,Northeast,2/7/2011,142,44,2
CF,2011,Kodiak,Northeast,2/7/2011,142,46,1
CF,2011,Kodiak,Northeast,2/7/2011,142,47,2
CF,2011,Kodiak,Northeast,2/7/2011,142,48,5
CF,2011,Kodiak,Northeast,2/7/2011,142,49,3
CF,2011,Kodiak,Northeast,2/7/2011,142,50,6
CF,2011,Kodiak,Northeast,2/7/2011,142,51,16
CF,2011,Kodiak,Northeast,2/7/2011,142,52,18
CF,2011,Kodiak,Northeast,2/7/2011,142,53,17
CF,2011,Kodiak,Northeast,2/7/2011,142,54,8
CF,2011,Kodiak,Northeast,2/7/2011,142,55,10
CF,2011,Kodiak,Northeast,2/7/2011,142,56,3
CF,2011,Kodiak,Northeast,2/7/2011,142,59,3
CF,2017,Kodiak,Northeast,2/7/2017,142,40,2
CF,2017,Kodiak,Northeast,2/7/2017,142,42,2
CF,2017,Kodiak,Northeast,2/7/2017,142,43,1
CF,2017,Kodiak,Northeast,2/7/2017,142,44,2
CF,2017,Kodiak,Northeast,2/7/2017,142,45,3
CF,2017,Kodiak,Northeast,2/7/2017,142,46,3
CF,2017,Kodiak,Northeast,2/7/2017,142,47,7
CF,2017,Kodiak,Northeast,2/7/2017,142,48,5
CF,2017,Kodiak,Northeast,2/7/2017,142,49,11
CF,2017,Kodiak,Northeast,2/7/2017,142,50,21
CF,2017,Kodiak,Northeast,2/7/2017,142,51,14
CF,2017,Kodiak,Northeast,2/7/2017,142,52,18
CF,2017,Kodiak,Northeast,2/7/2017,142,53,5
CF,2017,Kodiak,Northeast,2/7/2017,142,54,3
CF,2017,Kodiak,Northeast,2/7/2017,142,55,1
CF,2017,Kodiak,Northeast,2/7/2017,142,56,1
CF,2017,Kodiak,Northeast,2/7/2017,142,57,1
CF,2019,Kodiak,Northeast,2/7/2019,142,30,3
CF,2019,Kodiak,Northeast,2/7/2019,142,31,3
CF,2019,Kodiak,Northeast,2/7/2019,142,32,7
CF,2019,Kodiak,Northeast,2/7/2019,142,33,6
CF,2019,Kodiak,Northeast,2/7/2019,142,34,6
CF,2019,Kodiak,Northeast,2/7/2019,142,35,10
CF,2019,Kodiak,Northeast,2/7/2019,142,36,14
CF,2019,Kodiak,Northeast,2/7/2019,142,37,7
CF,2019,Kodiak,Northeast,2/7/2019,142,38,9
CF,2019,Kodiak,Northeast,2/7/2019,142,39,4
CF,2019,Kodiak,Northeast,2/7/2019,142,42,1
CF,2019,Kodiak,Northeast,2/7/2019,142,43,1
CF,2019,Kodiak,Northeast,2/7/2019,142,44,4
CF,2019,Kodiak,Northeast,2/7/2019,142,45,3
CF,2019,Kodiak,Northeast,2/7/2019,142,46,3
CF,2019,Kodiak,Northeast,2/7/2019,142,47,3
CF,2019,Kodiak,Northeast,2/7/2019,142,48,3
CF,2019,Kodiak,Northeast,2/7/2019,142,49,3
CF,2019,Kodiak,Northeast,2/7/2019,142,51,4
CF,2019,Kodiak,Northeast,2/7/2019,142,52,2
CF,2019,Kodiak,Northeast,2/7/2019,142,53,3
CF,2019,Kodiak,Northeast,2/7/2019,142,54,1
CF,2017,Kodiak,Northeast,2/8/2017,142,38,1
CF,2017,Kodiak,Northeast,2/8/2017,142,40,2
CF,2017,Kodiak,Northeast,2/8/2017,142,41,3
CF,2017,Kodiak,Northeast,2/8/2017,142,42,4
CF,2017,Kodiak,Northeast,2/8/2017,142,43,3
CF,2017,Kodiak,Northeast,2/8/2017,142,44,2
CF,2017,Kodiak,Northeast,2/8/2017,142,45,4
CF,2017,Kodiak,Northeast,2/8/2017,142,46,2
CF,2017,Kodiak,Northeast,2/8/2017,142,47,2
CF,2017,Kodiak,Northeast,2/8/2017,142,48,7
CF,2017,Kodiak,Northeast,2/8/2017,142,49,10
CF,2017,Kodiak,Northeast,2/8/2017,142,50,14
CF,2017,Kodiak,Northeast,2/8/2017,142,51,19
CF,2017,Kodiak,Northeast,2/8/2017,142,52,15
CF,2017,Kodiak,Northeast,2/8/2017,142,53,8
CF,2017,Kodiak,Northeast,2/8/2017,142,54,2
CF,2017,Kodiak,Northeast,2/8/2017,142,55,1
CF,2017,Kodiak,Northeast,2/8/2017,142,56,1
CF,2018,AK,Northeast,2/8/2018,142,39,1
CF,2018,AK,Northeast,2/8/2018,142,40,1
CF,2018,AK,Northeast,2/8/2018,142,42,1
CF,2018,AK,Northeast,2/8/2018,142,44,2
CF,2018,AK,Northeast,2/8/2018,142,45,4
CF,2018,AK,Northeast,2/8/2018,142,46,13
CF,2018,AK,Northeast,2/8/2018,142,47,16
CF,2018,AK,Northeast,2/8/2018,142,48,12
CF,2018,AK,Northeast,2/8/2018,142,49,10
CF,2018,AK,Northeast,2/8/2018,142,50,16
CF,2018,AK,Northeast,2/8/2018,142,51,12
CF,2018,AK,Northeast,2/8/2018,142,52,9
CF,2018,AK,Northeast,2/8/2018,142,53,8
CF,2018,AK,Northeast,2/8/2018,142,54,3
CF,2018,AK,Northeast,2/8/2018,142,55,1
CF,2018,AK,Northeast,2/8/2018,142,57,1
CF,2018,Kodiak,Northeast,2/8/2018,142,27,1
CF,2018,Kodiak,Northeast,2/8/2018,142,28,1
CF,2018,Kodiak,Northeast,2/8/2018,142,29,2
CF,2018,Kodiak,Northeast,2/8/2018,142,30,1
CF,2018,Kodiak,Northeast,2/8/2018,142,31,2
CF,2018,Kodiak,Northeast,2/8/2018,142,33,2
CF,2018,Kodiak,Northeast,2/8/2018,142,34,3
CF,2018,Kodiak,Northeast,2/8/2018,142,35,1
CF,2018,Kodiak,Northeast,2/8/2018,142,36,2
CF,2018,Kodiak,Northeast,2/8/2018,142,39,2
CF,2018,Kodiak,Northeast,2/8/2018,142,41,2
CF,2018,Kodiak,Northeast,2/8/2018,142,42,5
CF,2018,Kodiak,Northeast,2/8/2018,142,43,7
CF,2018,Kodiak,Northeast,2/8/2018,142,44,6
CF,2018,Kodiak,Northeast,2/8/2018,142,45,1
CF,2018,Kodiak,Northeast,2/8/2018,142,46,2
CF,2018,Kodiak,Northeast,2/8/2018,142,47,2
CF,2018,Kodiak,Northeast,2/8/2018,142,48,1
CF,2018,Kodiak,Northeast,2/8/2018,142,49,3
CF,2018,Kodiak,Northeast,2/8/2018,142,50,15
CF,2018,Kodiak,Northeast,2/8/2018,142,51,9
CF,2018,Kodiak,Northeast,2/8/2018,142,52,15
CF,2018,Kodiak,Northeast,2/8/2018,142,53,7
CF,2018,Kodiak,Northeast,2/8/2018,142,54,5
CF,2018,Kodiak,Northeast,2/8/2018,142,55,1
CF,2018,Kodiak,Northeast,2/8/2018,142,56,1
CF,2018,Kodiak,Northeast,2/8/2018,142,57,1
CF,2007,Kodiak,Northeast,2/9/2007,142,36,1
CF,2007,Kodiak,Northeast,2/9/2007,142,41,1
CF,2007,Kodiak,Northeast,2/9/2007,142,43,2
CF,2007,Kodiak,Northeast,2/9/2007,142,45,2
CF,2007,Kodiak,Northeast,2/9/2007,142,46,5
CF,2007,Kodiak,Northeast,2/9/2007,142,47,4
CF,2007,Kodiak,Northeast,2/9/2007,142,48,4
CF,2007,Kodiak,Northeast,2/9/2007,142,49,4
CF,2007,Kodiak,Northeast,2/9/2007,142,50,6
CF,2007,Kodiak,Northeast,2/9/2007,142,51,4
CF,2007,Kodiak,Northeast,2/9/2007,142,52,4
CF,2007,Kodiak,Northeast,2/9/2007,142,54,1
CF,2007,Kodiak,Northeast,2/9/2007,142,55,1
CF,2007,Kodiak,Northeast,2/9/2007,142,64,1
CF,2009,Kodiak,Northeast,2/9/2009,142,37,1
CF,2009,Kodiak,Northeast,2/9/2009,142,40,1
CF,2009,Kodiak,Northeast,2/9/2009,142,41,1
CF,2009,Kodiak,Northeast,2/9/2009,142,44,1
CF,2009,Kodiak,Northeast,2/9/2009,142,46,4
CF,2009,Kodiak,Northeast,2/9/2009,142,47,3
CF,2009,Kodiak,Northeast,2/9/2009,142,48,5
CF,2009,Kodiak,Northeast,2/9/2009,142,49,8
CF,2009,Kodiak,Northeast,2/9/2009,142,50,6
CF,2009,Kodiak,Northeast,2/9/2009,142,51,9
CF,2009,Kodiak,Northeast,2/9/2009,142,52,6
CF,2009,Kodiak,Northeast,2/9/2009,142,53,3
CF,2009,Kodiak,Northeast,2/9/2009,142,54,2
CF,2009,Kodiak,Northeast,2/9/2009,142,58,1
CF,2009,Kodiak,Northeast,2/10/2009,142,39,1
CF,2009,Kodiak,Northeast,2/10/2009,142,40,1
CF,2009,Kodiak,Northeast,2/10/2009,142,41,1
CF,2009,Kodiak,Northeast,2/10/2009,142,42,4
CF,2009,Kodiak,Northeast,2/10/2009,142,43,4
CF,2009,Kodiak,Northeast,2/10/2009,142,44,2
CF,2009,Kodiak,Northeast,2/10/2009,142,45,4
CF,2009,Kodiak,Northeast,2/10/2009,142,46,11
CF,2009,Kodiak,Northeast,2/10/2009,142,47,14
CF,2009,Kodiak,Northeast,2/10/2009,142,48,15
CF,2009,Kodiak,Northeast,2/10/2009,142,49,14
CF,2009,Kodiak,Northeast,2/10/2009,142,50,9
CF,2009,Kodiak,Northeast,2/10/2009,142,51,6
CF,2009,Kodiak,Northeast,2/10/2009,142,52,1
CF,2009,Kodiak,Northeast,2/10/2009,142,53,7
CF,2009,Kodiak,Northeast,2/10/2009,142,54,2
CF,2009,Kodiak,Northeast,2/10/2009,142,55,1
CF,2009,Kodiak,Northeast,2/10/2009,142,56,1
CF,2009,Kodiak,Northeast,2/10/2009,142,59,1
CF,2009,Kodiak,Northeast,2/10/2009,142,62,1
CF,2012,Kodiak,Northeast,2/11/2012,142,36,1
CF,2012,Kodiak,Northeast,2/11/2012,142,37,1
CF,2012,Kodiak,Northeast,2/11/2012,142,39,2
CF,2012,Kodiak,Northeast,2/11/2012,142,40,4
CF,2012,Kodiak,Northeast,2/11/2012,142,41,2
CF,2012,Kodiak,Northeast,2/11/2012,142,42,1
CF,2012,Kodiak,Northeast,2/11/2012,142,43,2
CF,2012,Kodiak,Northeast,2/11/2012,142,44,6
CF,2012,Kodiak,Northeast,2/11/2012,142,45,6
CF,2012,Kodiak,Northeast,2/11/2012,142,46,8
CF,2012,Kodiak,Northeast,2/11/2012,142,47,6
CF,2012,Kodiak,Northeast,2/11/2012,142,48,10
CF,2012,Kodiak,Northeast,2/11/2012,142,49,10
CF,2012,Kodiak,Northeast,2/11/2012,142,50,7
CF,2012,Kodiak,Northeast,2/11/2012,142,51,15
CF,2012,Kodiak,Northeast,2/11/2012,142,52,7
CF,2012,Kodiak,Northeast,2/11/2012,142,53,2
CF,2012,Kodiak,Northeast,2/11/2012,142,54,8
CF,2012,Kodiak,Northeast,2/11/2012,142,55,1
CF,2012,Kodiak,Northeast,2/11/2012,142,56,1
CF,2009,Kodiak,Northeast,2/12/2009,142,37,1
CF,2009,Kodiak,Northeast,2/12/2009,142,41,1
CF,2009,Kodiak,Northeast,2/12/2009,142,44,2
CF,2009,Kodiak,Northeast,2/12/2009,142,47,4
CF,2009,Kodiak,Northeast,2/12/2009,142,48,2
CF,2009,Kodiak,Northeast,2/12/2009,142,49,1
